     -3.1415927410    ,     -3.1415927410    ,      0.0000000000    ,      0.7831699063
     -3.1415927410    ,     -3.0630529213    ,      0.0000000000    ,      0.7823805107
     -3.1415927410    ,     -2.9845131016    ,      0.0000000000    ,      0.7799815076
     -3.1415927410    ,     -2.9059732761    ,      0.0000000000    ,      0.7758855507
     -3.1415927410    ,     -2.8274334622    ,      0.0000000000    ,      0.7699632558
     -3.1415927410    ,     -2.7488936484    ,      0.0000000000    ,      0.7620648713
     -3.1415927410    ,     -2.6703538111    ,      0.0000000000    ,      0.7520458076
     -3.1415927410    ,     -2.5918140207    ,      0.0000000000    ,      0.7397921306
     -3.1415927410    ,     -2.5132741834    ,      0.0000000000    ,      0.7252420577
     -3.1415927410    ,     -2.4347343930    ,      0.0000000000    ,      0.7084003298
     -3.1415927410    ,     -2.3561945558    ,      0.0000000000    ,      0.6893430903
     -3.1415927410    ,     -2.2776547185    ,      0.0000000000    ,      0.6682128451
     -3.1415927410    ,     -2.1991148813    ,      0.0000000000    ,      0.6452041420
     -3.1415927410    ,     -2.1205751376    ,      0.0000000000    ,      0.6205424684
     -3.1415927410    ,     -2.0420353004    ,      0.0000000000    ,      0.5944595306
     -3.1415927410    ,     -1.9634954631    ,      0.0000000000    ,      0.5671693224
     -3.1415927410    ,     -1.8849556259    ,      0.0000000000    ,      0.5388482991
     -3.1415927410    ,     -1.8064157886    ,      0.0000000000    ,      0.5096233302
     -3.1415927410    ,     -1.7278760450    ,      0.0000000000    ,      0.4795693666
     -3.1415927410    ,     -1.6493362078    ,      0.0000000000    ,      0.4487171991
     -3.1415927410    ,     -1.5707963705    ,      0.0000000000    ,      0.4170708113
     -3.1415927410    ,     -1.4922566269    ,      0.0000000000    ,      0.3846311457
     -3.1415927410    ,     -1.4137166960    ,      0.0000000000    ,      0.3514229472
     -3.1415927410    ,     -1.3351769524    ,      0.0000000000    ,      0.3175211759
     -3.1415927410    ,     -1.2566370215    ,      0.0000000000    ,      0.2830712803
     -3.1415927410    ,     -1.1780972779    ,      0.0000000000    ,      0.2483021957
     -3.1415927410    ,     -1.0995575343    ,      0.0000000000    ,      0.2135274206
     -3.1415927410    ,     -1.0210176034    ,      0.0000000000    ,      0.1791355610
     -3.1415927410    ,     -0.9424778598    ,      0.0000000000    ,      0.1455705411
     -3.1415927410    ,     -0.8639379289    ,      0.0000000000    ,      0.1133031981
