      0.0000000000    ,      0.0000000000    ,      0.0000000000
      0.0199761907    ,      0.0135772976    ,      0.0000000000
      0.0399523814    ,      0.0271545953    ,      0.0000000000
      0.0599285736    ,      0.0407318939    ,      0.0000000000
      0.0799047628    ,      0.0543091905    ,      0.0000000000
      0.0998809521    ,      0.0678864871    ,      0.0000000000
      0.1198571472    ,      0.0814637878    ,      0.0000000000
      0.1398333305    ,      0.0950410804    ,      0.0000000000
      0.1598095257    ,      0.1086183810    ,      0.0000000000
      0.1797857090    ,      0.1221956736    ,      0.0000000000
      0.1997619041    ,      0.1357729743    ,      0.0000000000
      0.2197380993    ,      0.1493502749    ,      0.0000000000
      0.2397142945    ,      0.1629275756    ,      0.0000000000
      0.2596904658    ,      0.1765048601    ,      0.0000000000
      0.2796666610    ,      0.1900821608    ,      0.0000000000
      0.2996428562    ,      0.2036594614    ,      0.0000000000
      0.3196190514    ,      0.2172367621    ,      0.0000000000
      0.3395952465    ,      0.2308140627    ,      0.0000000000
      0.3595714179    ,      0.2443913472    ,      0.0000000000
      0.3795476131    ,      0.2579686479    ,      0.0000000000
      0.3995238083    ,      0.2715459486    ,      0.0000000000
      0.4194999796    ,      0.2851232330    ,      0.0000000000
      0.4394761986    ,      0.2987005499    ,      0.0000000000
      0.4594523700    ,      0.3122778344    ,      0.0000000000
      0.4794285890    ,      0.3258551512    ,      0.0000000000
      0.4994047603    ,      0.3394324357    ,      0.0000000000
      0.5193809317    ,      0.3530097202    ,      0.0000000000
      0.5393571507    ,      0.3665870370    ,      0.0000000000
      0.5593333220    ,      0.3801643215    ,      0.0000000000
      0.5793095410    ,      0.3937416384    ,      0.0000000000
      0.5992857124    ,      0.4073189228    ,      0.0000000000
      0.6192618838    ,      0.4208962073    ,      0.0000000000
      0.6392381027    ,      0.4344735242    ,      0.0000000000
      0.6592142741    ,      0.4480508086    ,      0.0000000000
      0.6791904931    ,      0.4616281255    ,      0.0000000000
      0.6991666645    ,      0.4752054100    ,      0.0000000000
      0.7191428358    ,      0.4887826945    ,      0.0000000000
      0.7391190548    ,      0.5023600113    ,      0.0000000000
      0.7590952262    ,      0.5159372958    ,      0.0000000000
      0.7790714452    ,      0.5295146126    ,      0.0000000000
      0.0199761907    ,      0.0000000000    ,      0.0059564981
      0.0399523814    ,      0.0135772976    ,      0.0059564981
