     -3.1415927410    ,     -3.1415927410    ,      0.0000000000    ,      4.0000000000    ,      4.0000000000
     -3.1415927410    ,     -3.1066861542    ,      0.0000000000    ,      3.9963449800    ,      3.9991471620
     -3.1415927410    ,     -3.0717795673    ,      0.0000000000    ,      3.9853843366    ,      3.9965896785
     -3.1415927410    ,     -3.0368729775    ,      0.0000000000    ,      3.9671314218    ,      3.9923306651
     -3.1415927410    ,     -3.0019663936    ,      0.0000000000    ,      3.9416084794    ,      3.9863753119
     -3.1415927410    ,     -2.9670598097    ,      0.0000000000    ,      3.9088466027    ,      3.9787308740
     -3.1415927410    ,     -2.9321532140    ,      0.0000000000    ,      3.8688856926    ,      3.9694066616
     -3.1415927410    ,     -2.8972466301    ,      0.0000000000    ,      3.8217744618    ,      3.9584140411
     -3.1415927410    ,     -2.8623400462    ,      0.0000000000    ,      3.7675702962    ,      3.9457664024
     -3.1415927410    ,     -2.8274334622    ,      0.0000000000    ,      3.7063392350    ,      3.9314791548
     -3.1415927410    ,     -2.7925268783    ,      0.0000000000    ,      3.6381558788    ,      3.9155697051
     -3.1415927410    ,     -2.7576202944    ,      0.0000000000    ,      3.5631032987    ,      3.8980574364
     -3.1415927410    ,     -2.7227136870    ,      0.0000000000    ,      3.4812728774    ,      3.8789636714
     -3.1415927410    ,     -2.6878071031    ,      0.0000000000    ,      3.3927644225    ,      3.8583116986
     -3.1415927410    ,     -2.6529005192    ,      0.0000000000    ,      3.2976857153    ,      3.8361266669
     -3.1415927410    ,     -2.6179939352    ,      0.0000000000    ,      3.1961525945    ,      3.8124356054
     -3.1415927410    ,     -2.5830873513    ,      0.0000000000    ,      3.0882887625    ,      3.7872673779
     -3.1415927410    ,     -2.5481807674    ,      0.0000000000    ,      2.9742256348    ,      3.7606526481
     -3.1415927410    ,     -2.5132741834    ,      0.0000000000    ,      2.8541021799    ,      3.7326238420
     -3.1415927410    ,     -2.4783675995    ,      0.0000000000    ,      2.7280647495    ,      3.7032151082
     -3.1415927410    ,     -2.4434610156    ,      0.0000000000    ,      2.5962669009    ,      3.6724622769
     -3.1415927410    ,     -2.4085544317    ,      0.0000000000    ,      2.4588692094    ,      3.6404028155
     -3.1415927410    ,     -2.3736478477    ,      0.0000000000    ,      2.3160390730    ,      3.6070757837
     -3.1415927410    ,     -2.3387412170    ,      0.0000000000    ,      2.1679503061    ,      3.5725217381
     -3.1415927410    ,     -2.3038346331    ,      0.0000000000    ,      2.0147837292    ,      3.5367828701
     -3.1415927410    ,     -2.2689280491    ,      0.0000000000    ,      1.8567257571    ,      3.4999026766
     -3.1415927410    ,     -2.2340214652    ,      0.0000000000    ,      1.6939689590    ,      3.4619260904
     -3.1415927410    ,     -2.1991148813    ,      0.0000000000    ,      1.5267116290    ,      3.4228993801
     -3.1415927410    ,     -2.1642082973    ,      0.0000000000    ,      1.3551575445    ,      3.3828700937
     -3.1415927410    ,     -2.1293017134    ,      0.0000000000    ,      1.1795157175    ,      3.3418870008
     -3.1415927410    ,     -2.0943951295    ,      0.0000000000    ,      1.0000001407    ,      3.3000000328
     -3.1415927410    ,     -2.0594885455    ,      0.0000000000    ,      0.8168295260    ,      3.2572602227
     -3.1415927410    ,     -2.0245819616    ,      0.0000000000    ,      0.6302270387    ,      3.2137196424
     -3.1415927410    ,     -1.9896753777    ,      0.0000000000    ,      0.4404200251    ,      3.1694313392
     -3.1415927410    ,     -1.9547687937    ,      0.0000000000    ,      0.2476397358    ,      3.1244492717
     -3.1415927410    ,     -1.9198622098    ,      0.0000000000    ,      0.0521210439    ,      3.0788282436
     -3.1415927410    ,     -1.8849556259    ,      0.0000000000    ,     -0.1458978413    ,      3.0326238370
     -3.1415927410    ,     -1.8500490420    ,      0.0000000000    ,     -0.3461756642    ,      2.9858923450
     -3.1415927410    ,     -1.8151424580    ,      0.0000000000    ,     -0.5484684171    ,      2.9386907027
     -3.1415927410    ,     -1.7802358741    ,      0.0000000000    ,     -0.7525296376    ,      2.8910764179
     -3.1415927410    ,     -1.7453292902    ,      0.0000000000    ,     -0.9581107085    ,      2.8431075014
     -3.1415927410    ,     -1.7104227062    ,      0.0000000000    ,     -1.1649611609    ,      2.7948423958
     -3.1415927410    ,     -1.6755161223    ,      0.0000000000    ,     -1.3728289794    ,      2.7463399048
     -3.1415927410    ,     -1.6406095384    ,      0.0000000000    ,     -1.5814609092    ,      2.6976591212
     -3.1415927410    ,     -1.6057029544    ,      0.0000000000    ,     -1.7906027643    ,      2.6488593550
     -3.1415927410    ,     -1.5707963705    ,      0.0000000000    ,     -1.9999997377    ,      2.6000000612
     -3.1415927410    ,     -1.5358896929    ,      0.0000000000    ,     -2.2093972729    ,      2.5511406363
     -3.1415927410    ,     -1.5009832026    ,      0.0000000000    ,     -2.4185385676    ,      2.5023410009
     -3.1415927410    ,     -1.4660765251    ,      0.0000000000    ,     -2.6271710576    ,      2.4536600866
     -3.1415927410    ,     -1.4311700348    ,      0.0000000000    ,     -2.8350383197    ,      2.4051577254
     -3.1415927410    ,     -1.3962633572    ,      0.0000000000    ,     -3.0418893282    ,      2.3568924901
     -3.1415927410    ,     -1.3613568669    ,      0.0000000000    ,     -3.2474698493    ,      2.3089237018
     -3.1415927410    ,     -1.3264501894    ,      0.0000000000    ,     -3.4515316190    ,      2.2613092889
     -3.1415927410    ,     -1.2915436991    ,      0.0000000000    ,     -3.6538238316    ,      2.2141077726
     -3.1415927410    ,     -1.2566370215    ,      0.0000000000    ,     -3.8541021941    ,      2.1673761547
     -3.1415927410    ,     -1.2217305312    ,      0.0000000000    ,     -4.0521205510    ,      2.1211718714
     -3.1415927410    ,     -1.1868238536    ,      0.0000000000    ,     -4.2476397703    ,      2.0755507203
     -3.1415927410    ,     -1.1519173633    ,      0.0000000000    ,     -4.4404195459    ,      2.0305687726
     -3.1415927410    ,     -1.1170106858    ,      0.0000000000    ,     -4.6302270722    ,      1.9862803498
     -3.1415927410    ,     -1.0821041955    ,      0.0000000000    ,     -4.8168290629    ,      1.9427398853
     -3.1415927410    ,     -1.0471975179    ,      0.0000000000    ,     -5.0000001729    ,      1.8999999597
     -3.1415927410    ,     -1.0122910276    ,      0.0000000000    ,     -5.1795152727    ,      1.8581131030
     -3.1415927410    ,     -0.9773843501    ,      0.0000000000    ,     -5.3551575753    ,      1.8171298991
     -3.1415927410    ,     -0.9424778598    ,      0.0000000000    ,     -5.5267112047    ,      1.7771007189
     -3.1415927410    ,     -0.9075711822    ,      0.0000000000    ,     -5.6939689883    ,      1.7380739027
     -3.1415927410    ,     -0.8726646919    ,      0.0000000000    ,     -5.8567253552    ,      1.7000974171
     -3.1415927410    ,     -0.8377580143    ,      0.0000000000    ,     -6.0147837569    ,      1.6632171234
     -3.1415927410    ,     -0.8028515240    ,      0.0000000000    ,     -6.1679499288    ,      1.6274783500
     -3.1415927410    ,     -0.7679448465    ,      0.0000000000    ,     -6.3160389037    ,      1.5929242558
     -3.1415927410    ,     -0.7330383562    ,      0.0000000000    ,     -6.4588686705    ,      1.5595973102
     -3.1415927410    ,     -0.6981316786    ,      0.0000000000    ,     -6.5962667443    ,      1.5275377597
     -3.1415927410    ,     -0.6632251883    ,      0.0000000000    ,     -6.7280642536    ,      1.4967850075
     -3.1415927410    ,     -0.6283185108    ,      0.0000000000    ,     -6.8541020367    ,      1.4673761914
     -3.1415927410    ,     -0.5934120204    ,      0.0000000000    ,     -6.9742251845    ,      1.4393474570
     -3.1415927410    ,     -0.5585053429    ,      0.0000000000    ,     -7.0882886334    ,      1.4127326522
     -3.1415927410    ,     -0.5235988526    ,      0.0000000000    ,     -7.1961521917    ,      1.3875644886
     -3.1415927410    ,     -0.4886921750    ,      0.0000000000    ,     -7.2976856009    ,      1.3638733598
     -3.1415927410    ,     -0.4537856847    ,      0.0000000000    ,     -7.3927640695    ,      1.3416883838
     -3.1415927410    ,     -0.4188790072    ,      0.0000000000    ,     -7.4812727783    ,      1.3210363517
     -3.1415927410    ,     -0.3839725169    ,      0.0000000000    ,     -7.5631029444    ,      1.3019426463
     -3.1415927410    ,     -0.3490658393    ,      0.0000000000    ,     -7.6381557475    ,      1.2844303256
     -3.1415927410    ,     -0.3141593490    ,      0.0000000000    ,     -7.7063389427    ,      1.2685209134
     -3.1415927410    ,     -0.2792526714    ,      0.0000000000    ,     -7.7675701903    ,      1.2542336223
     -3.1415927410    ,     -0.2443461811    ,      0.0000000000    ,     -7.8217742330    ,      1.2415860123
     -3.1415927410    ,     -0.2094395036    ,      0.0000000000    ,     -7.8688856127    ,      1.2305933570
     -3.1415927410    ,     -0.1745330133    ,      0.0000000000    ,     -7.9088464263    ,      1.2212691672
     -3.1415927410    ,     -0.1396263357    ,      0.0000000000    ,     -7.9416084162    ,      1.2136247029
     -3.1415927410    ,     -0.1047198454    ,      0.0000000000    ,     -7.9671313156    ,      1.2076693597
     -3.1415927410    ,     -0.0698131679    ,      0.0000000000    ,     -7.9853843025    ,      1.2034103294
     -3.1415927410    ,     -0.0349066776    ,      0.0000000000    ,     -7.9963449427    ,      1.2008528467
     -3.1415927410    ,      0.0000000000    ,      0.0000000000    ,     -8.0000000000    ,      1.2000000000
