      0.0000000000      0.0000000000      0.0000000000     -0.5151217993      1.0000000000      0.0000000000
      0.0641141363      0.0000000000      0.0000000000     -0.5143122127      1.0000000000      0.0000000000
      0.1282282725      0.0000000000      0.0000000000     -0.5118757064      1.0000000000      0.0000000000
      0.1923424146      0.0000000000      0.0000000000     -0.5077907733      1.0000000000      0.0000000000
      0.2564565450      0.0000000000      0.0000000000     -0.5020271613      1.0000000000      0.0000000000
      0.3205706988      0.0000000000      0.0000000000     -0.4945536273      1.0000000000      0.0000000000
      0.3846848293      0.0000000000      0.0000000000     -0.4853476272      1.0000000000      0.0000000000
      0.4487989831      0.0000000000      0.0000000000     -0.4744058410      1.0000000000      0.0000000000
      0.5129130901      0.0000000000      0.0000000000     -0.4617544648      1.0000000000      0.0000000000
      0.5770272439      0.0000000000      0.0000000000     -0.4474579839      1.0000000000      0.0000000000
      0.6411413977      0.0000000000      0.0000000000     -0.4316255863      1.0000000000      0.0000000000
      0.7052555047      0.0000000000      0.0000000000     -0.4144142188      1.0000000000      0.0000000000
      0.7693696585      0.0000000000      0.0000000000     -0.3960278410      1.0000000000      0.0000000000
      0.8334837655      0.0000000000      0.0000000000     -0.3767128831      1.0000000000      0.0000000000
      0.8975979661      0.0000000000      0.0000000000     -0.3567497862      1.0000000000      0.0000000000
      0.9617120731      0.0000000000      0.0000000000     -0.3364417091      1.0000000000      0.0000000000
      1.0258261801      0.0000000000      0.0000000000     -0.3161006263      1.0000000000      0.0000000000
      1.0899403808      0.0000000000      0.0000000000     -0.2960325503      1.0000000000      0.0000000000
      1.1540544878      0.0000000000      0.0000000000     -0.2765228110      1.0000000000      0.0000000000
      1.2181685948      0.0000000000      0.0000000000     -0.2578223393      1.0000000000      0.0000000000
      1.2822827954      0.0000000000      0.0000000000     -0.2401365836      1.0000000000      0.0000000000
      1.3463969024      0.0000000000      0.0000000000     -0.2236176532      1.0000000000      0.0000000000
      1.4105110094      0.0000000000      0.0000000000     -0.2083600691      1.0000000000      0.0000000000
      1.4746252100      0.0000000000      0.0000000000     -0.1944008321      1.0000000000      0.0000000000
      1.5387393170      0.0000000000      0.0000000000     -0.1817234151      1.0000000000      0.0000000000
      1.6028534240      0.0000000000      0.0000000000     -0.1702650693      1.0000000000      0.0000000000
      1.6669675310      0.0000000000      0.0000000000     -0.1599270655      1.0000000000      0.0000000000
      1.7310816380      0.0000000000      0.0000000000     -0.1505865814      1.0000000000      0.0000000000
      1.7951959323      0.0000000000      0.0000000000     -0.1421092409      1.0000000000      0.0000000000
      1.8593100393      0.0000000000      0.0000000000     -0.1343613164      1.0000000000      0.0000000000
      1.9234241463      0.0000000000      0.0000000000     -0.1272202147      1.0000000000      0.0000000000
      1.9875382533      0.0000000000      0.0000000000     -0.1205829065      1.0000000000      0.0000000000
      2.0516523603      0.0000000000      0.0000000000     -0.1143713550      1.0000000000      0.0000000000
      2.1157664673      0.0000000000      0.0000000000     -0.1085348304      1.0000000000      0.0000000000
      2.1798807615      0.0000000000      0.0000000000     -0.1030491232      1.0000000000      0.0000000000
      2.2439948685      0.0000000000      0.0000000000     -0.0979131047      1.0000000000      0.0000000000
      2.3081089755      0.0000000000      0.0000000000     -0.0931430061      1.0000000000      0.0000000000
      2.3722230825      0.0000000000      0.0000000000     -0.0887655251      1.0000000000      0.0000000000
      2.4363371895      0.0000000000      0.0000000000     -0.0848103960      1.0000000000      0.0000000000
      2.5004512965      0.0000000000      0.0000000000     -0.0813034013      1.0000000000      0.0000000000
      2.5645655908      0.0000000000      0.0000000000     -0.0782605795      1.0000000000      0.0000000000
      2.6286796978      0.0000000000      0.0000000000     -0.0756842864      1.0000000000      0.0000000000
      2.6927938048      0.0000000000      0.0000000000     -0.0735613530      1.0000000000      0.0000000000
      2.7569079118      0.0000000000      0.0000000000     -0.0718636243      1.0000000000      0.0000000000
      2.8210220188      0.0000000000      0.0000000000     -0.0705505792      1.0000000000      0.0000000000
      2.8851361258      0.0000000000      0.0000000000     -0.0695736842      1.0000000000      0.0000000000
      2.9492504200      0.0000000000      0.0000000000     -0.0688818756      1.0000000000      0.0000000000
      3.0133645270      0.0000000000      0.0000000000     -0.0684274679      1.0000000000      0.0000000000
      3.0774786340      0.0000000000      0.0000000000     -0.0681717174      1.0000000000      0.0000000000
      3.1415927410      0.0000000000      0.0000000000     -0.0680893865      1.0000000000      0.0000000000
      3.1415927410      0.0000000000      0.0000000000     -0.0680893865      1.0000000000      0.0000000000
